tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
4432	Nelumbo nucifera	104599948	0	live	LOC104599948		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like	malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like		Un							
4432	Nelumbo nucifera	104597472	0	live	LOC104597472		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		Un							
4432	Nelumbo nucifera	104590975	0	live	LOC104590975		anthocyanin regulatory C1 protein-like	anthocyanin regulatory C1 protein-like		Un							
4432	Nelumbo nucifera	104589608	0	live	LOC104589608		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		Un							
71139	Eucalyptus grandis	104452043	0	live	LOC104452043	EUGRSUZ_F03175	anthocyanin regulatory C1 protein	anthocyanin regulatory C1 protein|transcription factor MYB82		Un							
71139	Eucalyptus grandis	104444240	0	live	LOC104444240		anthocyanin 3'-O-beta-glucosyltransferase-like	anthocyanin 3'-O-beta-glucosyltransferase-like		Un							
71139	Eucalyptus grandis	104436343	0	live	LOC104436343	EUGRSUZ_C00722	anthocyanin regulatory C1 protein	anthocyanin regulatory C1 protein		Un							
71139	Eucalyptus grandis	104424128	0	live	LOC104424128	EUGRSUZ_J02819	anthocyanin regulatory C1 protein	anthocyanin regulatory C1 protein		Un							
4096	Nicotiana sylvestris	104229956	0	live	LOC104229956		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		Un							
4096	Nicotiana sylvestris	104220301	0	live	LOC104220301		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like	malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like		Un							
4098	Nicotiana tomentosiformis	104119866	0	live	LOC104119866		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		Un							
4098	Nicotiana tomentosiformis	104112524	0	live	LOC104112524		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like	malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like		Un							
4098	Nicotiana tomentosiformis	104112522	0	live	LOC104112522		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like	malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like		Un							
4098	Nicotiana tomentosiformis	104090125	0	live	LOC104090125		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like	malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like		Un							
4098	Nicotiana tomentosiformis	104085798	0	live	LOC104085798		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		Un							
4641	Musa acuminata	103999192	0	live	LOC103999192		anthocyanin regulatory C1 protein-like	anthocyanin regulatory C1 protein-like		9	NC_025210.1	31594693	31595847	minus	3		
4641	Musa acuminata	103993256	0	live	LOC103993256		anthocyanin regulatory Lc protein-like	anthocyanin regulatory Lc protein-like		8	NC_025209.1	8229862	8234625	minus	9		
4641	Musa acuminata	103992836	0	live	LOC103992836		anthocyanin 3'-O-beta-glucosyltransferase-like	anthocyanin 3'-O-beta-glucosyltransferase-like		7	NC_025208.1	27247836	27249765	minus	1		
4641	Musa acuminata	103992255	0	live	LOC103992255		anthocyanin regulatory C1 protein-like	anthocyanin regulatory C1 protein-like|myb-related protein 308-like		7	NC_025208.1	21326741	21327997	minus	4		
4641	Musa acuminata	103989815	0	live	LOC103989815		anthocyanin 3'-O-beta-glucosyltransferase-like	anthocyanin 3'-O-beta-glucosyltransferase-like		6	NC_025207.1	27853779	27855310	plus	1		
4641	Musa acuminata	103989223	0	live	LOC103989223		anthocyanin 3'-O-beta-glucosyltransferase-like	anthocyanin 3'-O-beta-glucosyltransferase-like		6	NC_025207.1	27847645	27849281	plus	1		
4641	Musa acuminata	103985055	0	live	LOC103985055		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like	LOW QUALITY PROTEIN: malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like		5	NC_025206.1	9507199	9508794	plus	1		
4641	Musa acuminata	103984840	0	live	LOC103984840		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like	malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like		5	NC_025206.1	9477607	9479156	plus	1		
4641	Musa acuminata	103983400	0	live	LOC103983400		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		4	NC_025205.1	25886995	25887636	plus	1		
4641	Musa acuminata	103977818	0	live	LOC103977818		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		1	NC_025202.1	2590776	2614218	minus	2		
4641	Musa acuminata	103974770	0	live	LOC103974770		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		Un							
225117	Pyrus x bretschneideri	103958466	0	live	LOC103958466		anthocyanin regulatory C1 protein-like	anthocyanin regulatory C1 protein-like		Un							
225117	Pyrus x bretschneideri	103945860	0	live	LOC103945860		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		Un							
42345	Phoenix dactylifera	103722733	0	live	LOC103722733		anthocyanin 3'-O-beta-glucosyltransferase-like	anthocyanin 3'-O-beta-glucosyltransferase-like		Un							
42345	Phoenix dactylifera	103712978	0	live	LOC103712978		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like	LOW QUALITY PROTEIN: malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like		Un							
42345	Phoenix dactylifera	103712648	0	live	LOC103712648		anthocyanin regulatory C1 protein-like	anthocyanin regulatory C1 protein-like|transcription factor TT2-like		Un							
42345	Phoenix dactylifera	103707702	0	live	LOC103707702		anthocyanin regulatory C1 protein-like	anthocyanin regulatory C1 protein-like		Un							
42345	Phoenix dactylifera	103699484	0	live	LOC103699484		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like	malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like		Un							
42345	Phoenix dactylifera	103699150	0	live	LOC103699150		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like	malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like		Un							
3750	Malus domestica	103437179	0	live	LOC103437179		anthocyanin 3'-O-beta-glucosyltransferase-like	anthocyanin 3'-O-beta-glucosyltransferase-like		6	NC_024244.1	10250200	10252069	plus	1		
3750	Malus domestica	103431271	0	live	LOC103431271		anthocyanin regulatory C1 protein-like	anthocyanin regulatory C1 protein-like		15							
3750	Malus domestica	103421651	0	live	LOC103421651		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		9							
3750	Malus domestica	103409915	0	live	LOC103409915		anthocyanin 5-aromatic acyltransferase-like	LOW QUALITY PROTEIN: anthocyanin 5-aromatic acyltransferase-like		7							
102107	Prunus mume	103340566	0	live	LOC103340566		anthocyanin regulatory C1 protein-like	anthocyanin regulatory C1 protein-like		LG8	NC_024133.1	13172920	13174478	plus	3		
102107	Prunus mume	103330543	0	live	LOC103330543		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		LG5	NC_024130.1	620874	622329	plus	1		
4533	Oryza brachyantha	102712245	0	live	LOC102712245		anthocyanin 3'-O-beta-glucosyltransferase-like	anthocyanin 3'-O-beta-glucosyltransferase-like		3	NC_023165.1	24848171	24849201	minus	1		
4533	Oryza brachyantha	102711354	0	live	LOC102711354		anthocyanin regulatory C1 protein-like	anthocyanin regulatory C1 protein-like		6	NC_023168.1	3906747	3908221	plus	2		
4533	Oryza brachyantha	102710936	0	live	LOC102710936		anthocyanin regulatory Lc protein-like	anthocyanin regulatory Lc protein-like		1	NC_023163.1	16467595	16484042	plus	11		
4533	Oryza brachyantha	102704338	0	live	LOC102704338		anthocyanin regulatory C1 protein	LOW QUALITY PROTEIN: anthocyanin regulatory C1 protein		5	NC_023167.1	1490112	1491496	minus	3		
4113	Solanum tuberosum	102605147	0	live	LOC102605147		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		Un							
4113	Solanum tuberosum	102603382	0	live	LOC102603382		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		Un							
4113	Solanum tuberosum	102592400	0	live	LOC102592400		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		Un							
4555	Setaria italica	101785926	0	live	LOC101785926	SETIT_035536mg	anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		IX	NC_028458.1	176754	178386	plus	1		
4555	Setaria italica	101781015	0	live	LOC101781015	SETIT_012401mg	anthocyanin regulatory R-S protein-like	anthocyanin regulatory R-S protein-like		VII	NC_028456.1	26889422	26899952	minus	8		
4555	Setaria italica	101780678	0	live	LOC101780678	SETIT_006334mg	anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		IV	NC_028453.1	34856434	34858173	minus	2		
4555	Setaria italica	101778983	0	live	LOC101778983	SETIT_017118mg	anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		I	NC_028450.1	40334300	40336054	minus	1		
4555	Setaria italica	101771720	0	live	LOC101771720	SETIT_022171mg	anthocyanin regulatory Lc protein-like	anthocyanin regulatory Lc protein-like|transcription factor MYC3-like		III	NC_028452.1	50139664	50143278	plus	4		
4555	Setaria italica	101764053	0	live	LOC101764053	SETIT_008529mg	anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		IV	NC_028453.1	2189413	2191698	plus	2		
4555	Setaria italica	101757325	0	live	LOC101757325	SETIT_000845mg	anthocyanin regulatory R-S protein-like	anthocyanin regulatory R-S protein-like		V	NC_028454.1	43545228	43551515	plus	9		
4555	Setaria italica	101756616	0	live	LOC101756616	SETIT_008089mg	anthocyanin regulatory C1 protein-like	anthocyanin regulatory C1 protein-like		IV	NC_028453.1	7025503	7031785	minus	4		
4555	Setaria italica	101756534	0	live	LOC101756534	SETIT_017170mg	malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like	malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like		I	NC_028450.1	41560679	41563370	minus	2		
3827	Cicer arietinum	101513090	0	live	LOC101513090		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like	malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like		Ca6	NC_021165.1	57156839	57158539	minus	1		
3827	Cicer arietinum	101491422	0	live	LOC101491422	UGT95B1	anthocyanin 3'-O-beta-glucosyltransferase-like	anthocyanin 3'-O-beta-glucosyltransferase-like|UDP-glycosyltransferase		Ca8	NC_021167.1	7868292	7870003	minus	1		
4081	Solanum lycopersicum	101256527	0	live	LOC101256527		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase	malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase		10	NC_015447.2	2746039	2754091	plus	3		
15368	Brachypodium distachyon	100831444	0	live	LOC100831444	BRADI_3g32170	anthocyanin regulatory C1 protein-like	anthocyanin regulatory C1 protein-like		3	NC_016133.2	34486982	34487977	plus	2		
29760	Vitis vinifera	100263140	0	live	LOC100263140		anthocyanin 5-aromatic acyltransferase-like	anthocyanin 5-aromatic acyltransferase-like		12	NC_012018.3	8234821	8236385	plus	2		
29760	Vitis vinifera	100259716	0	live	LOC100259716		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like	malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like		12	NC_012018.3	8209316	8210870	plus	1		
29760	Vitis vinifera	100254603	0	live	LOC100254603	VIT_00000461001	anthocyanin 5-aromatic acyltransferase	anthocyanin 5-aromatic acyltransferase		12	NC_012018.3	8202839	8204215	plus	1		
29760	Vitis vinifera	100245977	0	live	LOC100245977		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like	malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like		12	NC_012018.3	8240342	8243513	plus	4		
3760	Prunus persica	18786056	0	live	LOC18786056		anthocyanin 5-aromatic acyltransferase	anthocyanin 5-aromatic acyltransferase		G2	NC_034010.1	970340	972042	plus	1		
3641	Theobroma cacao	18614639	0	live	LOC18614639		anthocyanin 5-aromatic acyltransferase	anthocyanin 5-aromatic acyltransferase		1	NC_030850.1	37094375	37096269	minus	1		
13333	Amborella trichopoda	18440852	0	live	LOC18440852	AMTR_s00025p00234540	malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase	malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase		Un							
13333	Amborella trichopoda	18439413	0	live	LOC18439413	AMTR_s00024p00224180	anthocyanin regulatory C1 protein	anthocyanin regulatory C1 protein|transcription factor TT2		Un							
3988	Ricinus communis	8258573	0	live	LOC8258573		anthocyanin regulatory C1 protein	LOW QUALITY PROTEIN: anthocyanin regulatory C1 protein		Un							
4081	Solanum lycopersicum	101247276	0	live	AN2		MYB transcriptional factor AN2	MYB transcriptional factor AN2|MYB transcription factor AN2|anthocyanin 2|transcription factor MYB113-like		10	NC_015447.2	65133353	65134967	minus	3		
4577	Zea mays	732799	0	live	pl	ZEAMMB73_Zm00001d037118, GRMZM2G701063, Myb23, pl1	PL transcription factor	PL transcription factor|Anthocyanin biosynthesis regulatory protein Pl1_B73|P-type R2R3 Myb protein|PL1 transcription factor|Pl-Bh (Blotched1)|anthocyanin regulatory C1 protein|non-functional purple plant 1 transcription factor|purple plant 1|purple plant1|transcriptional activator|truncated PL protein|truncated Pl1 transcription factor		6	NC_024464.2	112978167	112979735	plus	3		
3711	Brassica rapa	103831102	0	live	PAP1	MYB2	transcription factor MYB114	transcription factor MYB114|anthocyanin R2R3-MYB transcription factor|production of anthocyanin pigment 1		A7	NC_024801.1	17155946	17161393	plus	6		
4081	Solanum lycopersicum	101255734	0	live	AnthOMT		flavonoid 3',5'-methyltransferase	flavonoid 3',5'-methyltransferase|anthocyanin O-methyltransferase		9	NC_015446.2	68373487	68377032	plus	6		
3847	Glycine max	100792717	0	live	OMT5		probable caffeoyl-CoA O-methyltransferase At4g26220-like	probable caffeoyl-CoA O-methyltransferase At4g26220-like|anthocyanin 3'-O-methyltransferase		5	NC_016092.2	40273419	40274828	plus	5		
29760	Vitis vinifera	100256121	0	live	LOC100256121	VIT_00028885001	protein TRANSPARENT TESTA 12-like	protein TRANSPARENT TESTA 12-like|putative anthocyanin permease		16	NC_012022.3	17819178	17822079	minus	7		
4577	Zea mays	103627556	0	live	LOC103627556	ZEAMMB73_Zm00001d017616, GRMZM2G058292, WD40.1, pac1	protein TRANSPARENT TESTA GLABRA 1	protein TRANSPARENT TESTA GLABRA 1|WD40 transcription factor|anthocyanin biosynthetic gene regulator PAC1|pale aleurone color1		5	NC_024463.2	201798674	201803114	minus	2		
39947	Oryza sativa Japonica Group	4346184	0	live	LOC4346184	OSNPB_080540000	solute carrier family 35 member F1	solute carrier family 35 member F1|Os08g0540000|P0666G10.130|putative anthocyanin-related membrane protein 1 (Anm1)		8	NC_029263.1	27027730	27032159	minus	11		
39947	Oryza sativa Japonica Group	4343015	0	live	LOC4343015	OSNPB_070414000	malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase	malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase|OSJNBa0077F02.119|Os07g0414000|anthocyanin 5-aromatic acyltransferase-like protein		7	NC_029262.1	13053675	13055392	plus	1		
39947	Oryza sativa Japonica Group	4341423	0	live	LOC4341423	OSNPB_060593800, P0652A05.5	crocetin glucosyltransferase, chloroplastic	crocetin glucosyltransferase, chloroplastic|Os06g0593800|P0502H06.40|putative anthocyanin 5-O-glucosyltransferase		6	NC_029261.1	23333367	23335151	minus	1		
39947	Oryza sativa Japonica Group	4340106	0	live	LOC4340106	OSNPB_060145200, P0036F10.4, P0036F10.5	uncharacterized LOC4340106	uncharacterized protein LOC4340106|OSJNBa0007O20.21|OSJNBa0007O20.22|Os06g0145200|Os06g0145300|putative anthocyanin 5-aromatic acyltransferase		6	NC_029261.1	2380426	2386442	plus	5		
39947	Oryza sativa Japonica Group	4331169	0	live	LOC4331169	OSNPB_020820400, OJ1202_E07.32	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2|Os02g0820400|P0474F11.13|putative anthocyanin acyltransferase		2	NC_029257.1	35222027	35224172	minus	1		
39947	Oryza sativa Japonica Group	4330331	0	live	LOC4330331	OSNPB_020682500, OJ1123_G04.15	protein TRANSPARENT TESTA GLABRA 1	protein TRANSPARENT TESTA GLABRA 1|Os02g0682500|putative anthocyanin biosynthetic gene regulator PAC1		2	NC_029257.1	27906511	27909502	minus	2		
4097	Nicotiana tabacum	107791353	0	live	LOC107791353	An2	transcription factor MYB114-like	transcription factor MYB114-like|anthocyanin 2		Un							
3711	Brassica rapa	103860004	0	live	MYB1		transcription factor MYB114	transcription factor MYB114|anthocyanin R2R3-MYB transcription factor		A3	NC_024797.1	19341254	19342916	minus	3		
3711	Brassica rapa	103852326	0	live	MYB3		transcription factor MYB114-like	transcription factor MYB114-like|anthocyanin R2R3-MYB transcription factor		A2	NC_024796.1	9857380	9859160	plus	3		
4113	Solanum tuberosum	102599242	0	live	AOMT3		flavonoid 3',5'-methyltransferase-like	flavonoid 3',5'-methyltransferase-like|anthocyanin O-methyl transferase		Un							
4113	Solanum tuberosum	102577602	0	live	AN1		transcription factor R2R3-MYB	transcription factor R2R3-MYB|anthocyanin 1		Un							
39947	Oryza sativa Japonica Group	4347556	0	live	LOC4347556	OSNPB_090513200, P0450E05.7	solute carrier family 35 member F1	solute carrier family 35 member F1|Os09g0513200|anthocyanin-related membrane protein 1 (Anm1)-like		9	NC_029264.1	19971111	19975257	minus	11		
39947	Oryza sativa Japonica Group	4344782	0	live	LOC4344782	OSNPB_080174100	phenolic glucoside malonyltransferase 2	phenolic glucoside malonyltransferase 2|OSJNBa0054L03.23|Os08g0174100|anthocyanin 5-aromatic acyltransferase-like protein		8	NC_029263.1	4315994	4318673	minus	2		
39947	Oryza sativa Japonica Group	4336635	0	live	LOC4336635		anthocyanin regulatory R-S protein			4	NC_029259.1	27915978	27939319	minus	0		
39947	Oryza sativa Japonica Group	4328664	0	live	LOC4328664	OSNPB_020203300, OJ1135_F06.22, P0544H11.4	cyanidin 3-O-rutinoside 5-O-glucosyltransferase	cyanidin 3-O-rutinoside 5-O-glucosyltransferase|Os02g0203300|putative anthocyanin 5-O-glucosyltransferase		2	NC_029257.1	5775864	5777585	plus	1		
4097	Nicotiana tabacum	107791671	0	live	LOC107791671	An1b	basic helix-loop-helix protein A-like	basic helix-loop-helix protein A-like|anthocyanin 1b		Un							
4097	Nicotiana tabacum	107771685	0	live	LOC107771685	An1a	basic helix-loop-helix protein A-like	basic helix-loop-helix protein A-like|anthocyanin 1a		Un							
4096	Nicotiana sylvestris	104249116	0	live	LOC104249116	An1	basic helix-loop-helix protein A	basic helix-loop-helix protein A|anthocyanin 1-like protein		Un							
4098	Nicotiana tomentosiformis	104097487	0	live	LOC104097487	sAn1	basic helix-loop-helix protein A	basic helix-loop-helix protein A|anthocyanin 1-like protein		Un							
4577	Zea mays	100193708	0	live	LOC100193708	ZEAMMB73_Zm00001d052701, GRMZM2G173684	uncharacterized LOC100193708	uncharacterized LOC100193708|Anthocyanin-related membrane protein 1 (Anm1)-like		4	NC_024462.2	198079538	198083069	minus	11		
4577	Zea mays	103647578	0	live	LOC103647578	ZEAMMB73_Zm00001d006115, GRMZM2G000665	solute carrier family 35 member F1-like	solute carrier family 35 member F1-like|Anthocyanin-related membrane protein 1 (Anm1)-like|solute carrier family 35, member F1		2	NC_024460.2	198986470	198998001	minus	11		
4577	Zea mays	100272672	0	live	LOC100272672	ZEAMMB73_Zm00001d005312, GRMZM2G341253, GRMZM2G436404	uncharacterized LOC100272672	uncharacterized LOC100272672|Phenolic glucoside malonyltransferase 1|anthocyanin 5-aromatic acyltransferase		2	NC_024460.2	169181726	169183432	minus	1		
49451	Nicotiana attenuata	109211270	0	live	LOC109211270	A4A49_28774, C1	myb-related protein Myb4-like	myb-related protein 330-like|myb-related protein Myb4-like|anthocyanin regulatory c1 protein		Un							
3821	Cajanus cajan	109816220	0	live	LOC109816220	KK1_033010	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109816155	0	live	LOC109816155	KK1_032862	scopoletin glucosyltransferase-like	scopoletin glucosyltransferase-like|Anthocyanin 3'-O-beta-glucosyltransferase		Un							
3821	Cajanus cajan	109814831	0	live	LOC109814831	KK1_030869	phenolic glucoside malonyltransferase 1-like	phenolic glucoside malonyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109814826	0	live	LOC109814826	KK1_030870	phenolic glucoside malonyltransferase 1-like	phenolic glucoside malonyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109809529	0	live	LOC109809529	KK1_003250	crocetin glucosyltransferase, chloroplastic-like	crocetin glucosyltransferase, chloroplastic-like|Anthocyanin 5-O-glucosyltransferase		11	NC_033814.1	34989138	34990929	plus	1		
3821	Cajanus cajan	109802394	0	live	LOC109802394	KK1_018270	transcription factor MYB6-like	transcription factor MYB6-like|Anthocyanin regulatory C1 protein		7	NC_033810.1	4424958	4426827	plus	3		
3821	Cajanus cajan	109792979	0	live	LOC109792979	KK1_046257	transcription factor MYB114-like	transcription factor MYB114-like|Anthocyanin regulatory C1 protein		Un							
3821	Cajanus cajan	109791578	0	live	LOC109791578	KK1_043779	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
78828	Phalaenopsis equestris	110019740	0	live	LOC110019740	ANS3	leucoanthocyanidin dioxygenase-like	leucoanthocyanidin dioxygenase-like|anthocyanin synthase		Un							
3760	Prunus persica	109947100	0	live	LOC109947100		anthocyanin 5-aromatic acyltransferase-like			G2	NC_034010.1	1002446	1004688	plus	0		
3821	Cajanus cajan	109817643	0	live	LOC109817643	KK1_035096	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109817642	0	live	LOC109817642	KK1_035095	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109817641	0	live	LOC109817641	KK1_035094	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109817635	0	live	LOC109817635	KK1_035093	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109817633	0	live	LOC109817633	KK1_035102	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109817632	0	live	LOC109817632	KK1_035098	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109816156	0	live	LOC109816156	KK1_032864	scopoletin glucosyltransferase-like	scopoletin glucosyltransferase-like|Anthocyanin 3'-O-beta-glucosyltransferase		Un							
3821	Cajanus cajan	109816147	0	live	LOC109816147	KK1_032867	scopoletin glucosyltransferase-like	scopoletin glucosyltransferase-like|Anthocyanin 3'-O-beta-glucosyltransferase		Un							
3821	Cajanus cajan	109816145	0	live	LOC109816145	KK1_032863	scopoletin glucosyltransferase-like	scopoletin glucosyltransferase-like|Anthocyanin 3'-O-beta-glucosyltransferase		Un							
3821	Cajanus cajan	109815427	0	live	LOC109815427	KK1_031733	phenolic glucoside malonyltransferase 2-like	phenolic glucoside malonyltransferase 2-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109814889	0	live	LOC109814889	KK1_030953	soyasapogenol B glucuronide galactosyltransferase-like	soyasapogenol B glucuronide galactosyltransferase-like|Anthocyanin 3'-O-beta-glucosyltransferase		Un							
3821	Cajanus cajan	109814882	0	live	LOC109814882	KK1_030955	soyasapogenol B glucuronide galactosyltransferase-like	soyasapogenol B glucuronide galactosyltransferase-like|Anthocyanin 3'-O-beta-glucosyltransferase		Un							
3821	Cajanus cajan	109814825	0	live	LOC109814825	KK1_030868	phenolic glucoside malonyltransferase 1-like	phenolic glucoside malonyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109814824	0	live	LOC109814824	KK1_030867	phenolic glucoside malonyltransferase 1-like	phenolic glucoside malonyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109814396	0	live	LOC109814396	KK1_030247	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109813259	0	live	LOC109813259	KK1_028690	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109811744	0	live	LOC109811744	KK1_026505	soyasapogenol B glucuronide galactosyltransferase-like	soyasapogenol B glucuronide galactosyltransferase-like|Anthocyanin 3'-O-beta-glucosyltransferase		Un							
3821	Cajanus cajan	109811155	0	live	LOC109811155	KK1_025757	soyasapogenol B glucuronide galactosyltransferase-like	soyasapogenol B glucuronide galactosyltransferase-like|Anthocyanin 3'-O-beta-glucosyltransferase		Un							
